subjNum	stimulus	duration	RT
226.000000	Profession-So	7.000000	5.171231
226.000000	Tree-As	7.000000	0.000000
226.000000	Profession-Cr	7.000000	4.351097
226.000000	Tree-Re	7.000000	3.545764
226.000000	Profession-Ac	7.000000	3.765684
226.000000	Tree-Hi	7.000000	0.000000
226.000000	Profession-Nu	7.000000	4.056420
226.000000	Tree-Ce	7.000000	5.311024
226.000000	Profession-De	7.000000	4.644090
226.000000	Tree-Wi	7.000000	0.000000
226.000000	Profession-Fa	7.000000	4.932575
226.000000	Tree-Mi	7.000000	0.000000
226.000000	Profession-Nu	7.000000	3.241922
226.000000	Tree-Mi	7.000000	0.000000
226.000000	Profession-Fa	7.000000	3.962565
226.000000	Tree-Ce	7.000000	3.652915
226.000000	Profession-Ac	7.000000	3.387927
226.000000	Tree-Hi	7.000000	0.000000
226.000000	Profession-So	7.000000	3.038717
226.000000	Tree-Re	7.000000	3.413971
226.000000	Profession-De	7.000000	3.030078
226.000000	Tree-Wi	7.000000	0.000000
226.000000	Profession-Cr	7.000000	3.910605
226.000000	Tree-As	7.000000	0.000000
226.000000	Profession-De	7.000000	4.268859
226.000000	Tree-Ce	7.000000	3.739379
226.000000	Profession-Nu	7.000000	2.830604
226.000000	Tree-Wi	7.000000	0.000000
226.000000	Profession-Fa	7.000000	4.647433
226.000000	Tree-Re	7.000000	3.582708
226.000000	Profession-Ac	7.000000	3.129291
226.000000	Tree-Hi	7.000000	0.000000
226.000000	Profession-Cr	7.000000	3.748891
226.000000	Tree-Mi	7.000000	0.000000
226.000000	Profession-So	7.000000	3.401016
226.000000	Tree-As	7.000000	0.000000
