subjNum	stimulus	duration	RT
227.000000	Shoelace-Wrap	10.000000	7.169875
227.000000	Shoelace-Mug	10.000000	4.500206
227.000000	Flower-Clothes	10.000000	5.473537
227.000000	Napkin-Stapler	10.000000	5.920755
227.000000	Jar-Roll	10.000000	0.000000
227.000000	Napkin-Nose	10.000000	3.319544
227.000000	Book-Kick	10.000000	4.603163
227.000000	Jar-Lift	10.000000	5.540801
227.000000	Flower-Smell	10.000000	3.608697
227.000000	Jar-Ear	10.000000	4.978294
227.000000	Book-Bookmark	10.000000	4.627739
227.000000	Napkin-Lap	10.000000	4.419591
227.000000	Flower-Petals	10.000000	4.035863
227.000000	Book-Shoulder	10.000000	5.683298
227.000000	Napkin-Stapler	10.000000	4.489597
227.000000	Jar-Roll	10.000000	0.000000
227.000000	Flower-Petals	10.000000	3.594210
227.000000	Napkin-Nose	10.000000	3.675595
227.000000	Book-Shoulder	10.000000	5.161482
227.000000	Flower-Clothes	10.000000	4.140434
227.000000	Jar-Lift	10.000000	0.000000
227.000000	Flower-Smell	10.000000	3.698061
227.000000	Book-Kick	10.000000	5.600106
227.000000	Jar-Ear	10.000000	4.000345
227.000000	Book-Bookmark	10.000000	4.817639
227.000000	Napkin-Lap	10.000000	3.314110
227.000000	Book-Shoulder	10.000000	5.751044
227.000000	Flower-Petals	10.000000	3.050570
227.000000	Napkin-Lap	10.000000	4.120541
227.000000	Jar-Lift	10.000000	0.000000
227.000000	Book-Bookmark	10.000000	4.536603
227.000000	Jar-Roll	10.000000	0.000000
227.000000	Flower-Smell	10.000000	2.749507
227.000000	Jar-Ear	10.000000	3.960131
227.000000	Book-Kick	10.000000	5.723545
227.000000	Napkin-Stapler	10.000000	3.680432
227.000000	Flower-Clothes	10.000000	2.925396
227.000000	Napkin-Nose	10.000000	3.025203
227.000000	Shoelace-Sit	10.000000	5.536670
227.000000	Shoelace-Tie	10.000000	0.000000
